"TABLE_NAME";"COLUMN_NAME";"DATA_TYPE";"DATA_LENGTH";"CHAR_LENGTH";"NULLABLE";"DATA_PRECISION";"DATA_SCALE"
"CLIENTESTITULARES";"CTI_DENOM";"VARCHAR2";"50";"50";"N";"";""
"CLIENTESTITULARES";"CTI_DNI";"NUMBER";"22";"0";"Y";"8";"0"
"CLIENTESVARIOS";"CLIV_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CLIENTESVARIOS";"CON_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CLIENTESVARIOS";"PROV_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CLIENTESVARIOS";"CLIV_DENOM";"VARCHAR2";"50";"50";"N";"";""
"CLIENTESVARIOS";"CLIV_DOMICILIO";"VARCHAR2";"50";"50";"Y";"";""
"CLIENTESVARIOS";"CLIV_LOCALIDAD";"VARCHAR2";"50";"50";"Y";"";""
"CLIENTESVARIOS";"CLIV_CODPOS";"VARCHAR2";"8";"8";"Y";"";""
"CLIENTESVARIOS";"CLIV_IBRNUMERO";"NUMBER";"22";"0";"Y";"11";"0"
"CLIENTESVARIOS";"CLIV_CUIT";"VARCHAR2";"11";"11";"Y";"";""
"COBRANZAS";"TCO_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COBRANZAS";"COB_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZAS";"TCC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COBRANZAS";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZAS";"CAJ_CODIGO";"NUMBER";"22";"0";"N";"3";"0"
"COBRANZAS";"COB_FECHA";"DATE";"7";"0";"N";"";""
"COBRANZAS";"COB_TOTAL";"NUMBER";"22";"0";"N";"12";"2"
"COBRANZAS";"COB_SALDO";"NUMBER";"22";"0";"N";"12";"2"
"COBRANZAS";"PUE_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"COBRANZAS";"RPD_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"COBRANZAS";"REN_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"COBRANZAS";"COB_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"COBRANZAS";"COB_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"COBRANZAS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COBRANZAS";"COB_FECCAR";"DATE";"7";"0";"N";"";""
"COBRANZAS";"PLA_CODIGO";"NUMBER";"22";"0";"N";"9";"0"
"COBRANZAS";"VEN_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZAS";"COB_SALDOINI";"NUMBER";"22";"0";"N";"12";"2"
"COBRANZAS";"COB_CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZAS";"COB_CUE_CODIGO2";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZAS";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZAS";"COB_FECHAREAL";"DATE";"7";"0";"Y";"";""
"COBRANZASIMP";"TCO_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COBRANZASIMP";"COB_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZASIMP";"CIM_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"COBRANZASIMP";"TDC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COBRANZASIMP";"CIM_LETCOM";"CHAR";"1";"1";"Y";"";""
"COBRANZASIMP";"CIM_PUEVEN";"NUMBER";"22";"0";"Y";"4";"0"
"COBRANZASIMP";"CIM_NROCOM";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZASIMP";"CIM_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"COBRANZASIMP";"CIM_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"COBRANZASVAL";"TCO_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COBRANZASVAL";"COB_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZASVAL";"VAL_NROINT";"NUMBER";"22";"0";"N";"8";"0"
"COBRANZASVAL";"CVA_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"COBRANZASVAL";"CVA_FECCONC";"DATE";"7";"0";"Y";"";""
"COBRANZASVAL";"CVA_DEPOSITO";"NUMBER";"22";"0";"Y";"1";"0"
"CODIGOPOSTAL";"POS_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"CODIGOPOSTAL";"PROV_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CODIGOPOSTAL";"POS_DENOM";"VARCHAR2";"50";"50";"N";"";""
"COLECTORA";"PRO_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COLECTORA";"PRO_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"COLECTORA";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COLECTORA";"CSUC_NUMERO";"NUMBER";"22";"0";"N";"4";"0"
"COLECTORA";"COLE_FECHA";"DATE";"7";"0";"N";"";""
"COLECTORA";"COLE_CAMION";"NUMBER";"22";"0";"N";"5";"0"
"COLECTORA";"EPRC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COLECTORA";"COLE_MARCA";"VARCHAR2";"40";"40";"Y";"";""
"COLECTORA";"PED_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"COMISOS";"COMI_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMISOS";"PRO_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMISOS";"PRO_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"COMISOS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMISOS";"COMI_FECHA";"DATE";"7";"0";"N";"";""
"COMISOS";"COMI_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"COMISOS";"COMI_FECCAR";"DATE";"7";"0";"N";"";""
"COMISOS";"ESP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMISOSAFECCION";"AFE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMISOSAFECCION";"COMI_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMISOSDESTINO";"DES_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMISOSDESTINO";"COMI_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMISOSDESTINO";"COMD_KILOS";"NUMBER";"22";"0";"N";"3";"0"
"COMPENSACIONES";"COMPE_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPENSACIONES";"TCO_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMPENSACIONES";"COB_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPENSACIONES";"TOP_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMPENSACIONES";"OPA_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPENSACIONES";"COMPE_FECHA";"DATE";"7";"0";"N";"";""
"COMPENSACIONES";"COMPE_FECOPERACION";"DATE";"7";"0";"N";"";""
"COMPENSACIONES";"COMPE_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"COMPENSACIONES";"COMPE_FECCAR";"DATE";"7";"0";"N";"";""
"COMPENSACIONES";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMPENSACIONES";"COMPE_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"COMPRADORES";"COMP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRADORES";"COMP_DENOM";"VARCHAR2";"50";"50";"N";"";""
"COMPRADORES";"COMP_CUIT";"VARCHAR2";"11";"11";"Y";"";""
"COMPRAS";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRAS";"TCC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMPRAS";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRAS";"PVA_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"COMPRAS";"CON_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMPRAS";"TDC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMPRAS";"COM_LETCOM";"CHAR";"1";"1";"Y";"";""
"COMPRAS";"COM_PUEVEN";"NUMBER";"22";"0";"Y";"4";"0"
"COMPRAS";"COM_NROCOM";"NUMBER";"22";"0";"N";"8";"0"
"COMPRAS";"COM_FECCOM";"DATE";"7";"0";"N";"";""
"COMPRAS";"COM_FECLIB";"DATE";"7";"0";"N";"";""
"COMPRAS";"COM_FECVEN";"DATE";"7";"0";"N";"";""
"COMPRAS";"COM_TOTAL";"NUMBER";"22";"0";"Y";"12";"2"
"COMPRAS";"COM_SALDO";"NUMBER";"22";"0";"N";"12";"2"
"COMPRAS";"PLA_CODIGO";"NUMBER";"22";"0";"N";"9";"0"
"COMPRAS";"RUG_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMPRAS";"RUIBR_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMPRAS";"COM_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"COMPRAS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMPRAS";"COM_FECCAR";"DATE";"7";"0";"N";"";""
"COMPRAS";"COM_SALDOBLOQUEADO";"NUMBER";"22";"0";"N";"12";"2"
"COMPRAS";"COM_PORCGASTO";"NUMBER";"22";"0";"N";"8";"4"
"COMPRAS";"COM_PORCCOMISION";"NUMBER";"22";"0";"N";"8";"4"
"COMPRAS";"COM_PRONTOPAGO";"NUMBER";"22";"0";"N";"1";"0"
"COMPRAS";"COM_KILOVIVO";"NUMBER";"22";"0";"N";"1";"0"
"COMPRAS";"COM_IMPRESO";"NUMBER";"22";"0";"N";"1";"0"
"COMPRAS";"COM_FLETE";"NUMBER";"22";"0";"N";"12";"2"
"COMPRAS";"TRP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRAS";"COMP_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRAS";"TCOT_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"COMPRAS";"COM_COTIZACION";"NUMBER";"22";"0";"Y";"12";"4"
"COMPRAS";"COM_CAINUMERO";"NUMBER";"22";"0";"Y";"14";"0"
"COMPRAS";"COM_CAIFECVEN";"DATE";"7";"0";"Y";"";""
"COMPRAS";"COM_CONTFISCAL";"NUMBER";"22";"0";"Y";"1";"0"
"COMPRAS";"COM_CODADUANA";"NUMBER";"22";"0";"Y";"3";"0"
"COMPRAS";"COM_CODDESTINO";"CHAR";"10";"10";"Y";"";""
"COMPRAS";"COM_NRODESPACHO";"NUMBER";"22";"0";"Y";"6";"0"
"COMPRAS";"COM_DIGVERIFDESP";"VARCHAR2";"1";"1";"Y";"";""
"COMPRAS";"COM_IMPINTERNA";"NUMBER";"22";"0";"N";"1";"0"
"COMPRAS";"USU_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRAS";"COM_CVFNUMERO";"NUMBER";"22";"0";"Y";"14";"0"
"COMPRAS";"COM_FECHAENVIOAUT";"DATE";"7";"0";"Y";"";""
"COMPRAS";"COM_CAEOBSERVACION";"VARCHAR2";"250";"250";"Y";"";""
"COMPRAS";"DGRART_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"COMPRAS";"DGRCAR_CODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"COMPRAS";"COM_COMB_LITROS";"NUMBER";"22";"0";"Y";"14";"4"
"COMPRAS";"COM_COMB_PRECIO";"NUMBER";"22";"0";"Y";"14";"4"
"COMPRAS";"COM_COMB_GRANEL";"NUMBER";"22";"0";"Y";"1";"0"
"COMPRAS";"COM_COMB_PROVCODIGO";"NUMBER";"22";"0";"Y";"2";"0"
"COMPRAS";"COM_COMB_TRPCUIT";"NUMBER";"22";"0";"Y";"11";"0"
"COMPRAS";"COM_COMB_TRPDENOM";"VARCHAR2";"50";"50";"Y";"";""
"COMPRAS";"TDA_CODIGO";"NUMBER";"22";"0";"N";"3";"0"
"COMPRAS";"COM_PORCENTAJEREINTEGRO";"NUMBER";"22";"0";"N";"7";"4"
"COMPRASCON";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASCON";"CCO_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"COMPRASCON";"COC_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMPRASCON";"CCO_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"COMPRASCON";"CCO_PORCENTAJE";"NUMBER";"22";"0";"N";"8";"4"
"COMPRASDET";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASDET";"COD_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"COMPRASDET";"PLA_CODIGO";"NUMBER";"22";"0";"N";"9";"0"
"COMPRASDET";"CEN_CODIGO";"NUMBER";"22";"0";"N";"5";"0"
"COMPRASDET";"COD_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"COMPRASDET";"TRO_NROINT";"NUMBER";"22";"0";"Y";"8";"0"
"COMPRASDET";"CONT_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"COMPRASDET";"COD_LIQPERC";"NUMBER";"22";"0";"N";"1";"0"
"COMPRASDET";"COD_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"COMPRASDET";"LOT_NUMERO";"NUMBER";"22";"0";"Y";"8";"0"
"COMPRASDET";"COC_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"COMPRASDET";"COD_CANTIDAD";"NUMBER";"22";"0";"Y";"11";"2"
"COMPRASDET";"PROY_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASDET";"COD_DEVENGAMIENTO";"DATE";"7";"0";"N";"";""
"COMPRASFECVTO";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASFECVTO";"CFV_FECHA";"DATE";"7";"0";"N";"";""
"COMPRASFECVTO";"CFV_IMPORTE";"NUMBER";"22";"0";"N";"12";"2"
"COMPRASINS";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASINS";"CIN_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"COMPRASINS";"INS_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASINS";"CIN_CANTIDAD";"NUMBER";"22";"0";"N";"12";"2"
"COMPRASINS";"CIN_PRECIO";"NUMBER";"22";"0";"N";"12";"4"
"COMPRASINS";"CIN_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"COMPRASLOTE";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASLOTE";"COL_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"COMPRASLOTE";"LOT_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASLOTE";"CLA_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMPRASLOTE";"COL_KILOS";"NUMBER";"22";"0";"N";"7";"0"
"COMPRASLOTE";"COL_PRECIO";"NUMBER";"22";"0";"N";"13";"4"
"COMPRASLOTE";"COL_CABEZAS";"NUMBER";"22";"0";"N";"3";"0"
"COMPRASREMING";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASREMING";"CORI_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"COMPRASREMING";"REING_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASREMING";"CLA_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMPRASREMING";"CORI_CABEZAS";"NUMBER";"22";"0";"N";"3";"0"
"COMPRASREMING";"CORI_KILOS";"NUMBER";"22";"0";"N";"7";"0"
"COMPRASREMING";"CORI_PRECIO";"NUMBER";"22";"0";"N";"12";"4"
"COMPRASTRO";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASTRO";"COTR_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"COMPRASTRO";"TRO_NROINT";"NUMBER";"22";"0";"N";"8";"0"
"COMPRASTRO";"CLA_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMPRASTRO";"COTR_CABEZAS";"NUMBER";"22";"0";"N";"3";"0"
"COMPRASTRO";"COTR_KILOS";"NUMBER";"22";"0";"N";"7";"0"
"COMPRASTRO";"COTR_PRECIO";"NUMBER";"22";"0";"N";"12";"4"
"COMPRASTRO";"CAF_CODIGO";"NUMBER";"22";"0";"N";"10";"0"
"COMPRETORNADOS";"COR_CODBARRA";"CHAR";"17";"17";"N";"";""
"COMPRETORNADOS";"TDC_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMPRETORNADOS";"COR_LETRA";"CHAR";"1";"1";"N";"";""
"COMPRETORNADOS";"PUE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMPRETORNADOS";"COR_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMPRETORNADOS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMPRETORNADOS";"COR_FECCAR";"DATE";"7";"0";"N";"";""
"COMPRETORNADOS";"COR_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"COMRUBROSVARIO";"COM_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"COMRUBROSVARIO";"TVA_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"COMRUBROSVARIO";"RUV_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"COMRUBROSVARIO";"COV_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONSTANCIA";"CONST_CUIT";"VARCHAR2";"11";"11";"N";"";""
"CONSTANCIA";"CONST_COG_CODIGO";"VARCHAR2";"2";"2";"Y";"";""
"CONSTANCIA";"CONST_CON_CODIGO";"VARCHAR2";"2";"2";"Y";"";""
"CONSTANCIA";"CONST_MONO";"VARCHAR2";"2";"2";"Y";"";""
"CONSTANCIA";"CONST_SOC";"VARCHAR2";"1";"1";"Y";"";""
"CONSTANCIA";"CONST_EMPLEADOR";"VARCHAR2";"1";"1";"Y";"";""
"CONSTANCIA";"CONST_ACTMON";"VARCHAR2";"2";"2";"Y";"";""
"CONSTANCIAAUX";"CONST_CUIT";"VARCHAR2";"11";"11";"N";"";""
"CONSTANCIAAUX";"CONST_COG_CODIGO";"VARCHAR2";"2";"2";"Y";"";""
"CONSTANCIAAUX";"CONST_CON_CODIGO";"VARCHAR2";"2";"2";"Y";"";""
"CONSTANCIAAUX";"CONST_MONO";"VARCHAR2";"2";"2";"Y";"";""
"CONSTANCIAAUX";"CONST_SOC";"VARCHAR2";"1";"1";"Y";"";""
"CONSTANCIAAUX";"CONST_EMPLEADOR";"VARCHAR2";"1";"1";"Y";"";""
"CONSTANCIAAUX";"CONST_ACTMON";"VARCHAR2";"2";"2";"Y";"";""
"CONSTANCIALOG";"CONSTLOG_FECHA";"DATE";"7";"0";"Y";"";""
"CONSTANCIALOG";"CONSTLOG_ESTADO";"NUMBER";"22";"0";"Y";"1";"0"
"CONSTANCIALOG";"CONSTLOG_OBSER";"VARCHAR2";"150";"150";"Y";"";""
"CONSTANCIALOG";"OPE_CODIGO";"NUMBER";"22";"0";"Y";"8";"0"
"CONSTANCIALOG";"CONSTLOG_ARCHIVO";"VARCHAR2";"80";"80";"Y";"";""
"CONSTANCIALOG";"CONSTLOG_CANREG";"NUMBER";"22";"0";"Y";"12";"0"
"CONSTANCIALOG";"CONSTLOG_BYTE";"NUMBER";"22";"0";"Y";"12";"0"
"CONSTANCIA_EVENTO";"CEVE_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"CONSTANCIA_EVENTO";"PROC_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONSTANCIA_EVENTO";"TICE_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONSTANCIA_EVENTO";"CEVE_CUIT";"NUMBER";"22";"0";"Y";"11";"0"
"CONSTANCIA_EVENTO";"CEVE_SYS_CON_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"CONSTANCIA_EVENTO";"CEVE_CONST_CON_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"CONSTANCIA_EVENTO";"CEVE_SYS_GAN_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"CONSTANCIA_EVENTO";"CEVE_CONST_GAN_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"CONSTANCIA_EVENTO";"CEVE_OBSERV";"NVARCHAR2";"600";"300";"N";"";""
"CONSTANCIA_EVENTO";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"CONSTANCIA_EVENTO";"CEVE_FECCAR";"DATE";"7";"0";"N";"";""
"CONSTANCIA_EVENTO";"CEVE_FECULT";"DATE";"7";"0";"N";"";""
"CONSTANCIA_EVENTO";"CEVE_CORREG";"VARCHAR2";"1";"1";"Y";"";""
"CONSTANCIA_EVENTO";"CEVE_AUTORIZADA";"NUMBER";"22";"0";"N";"1";"0"
"CONSTANCIA_GAN";"CONST_COG_CODIGO";"VARCHAR2";"2";"2";"N";"";""
"CONSTANCIA_GAN";"COG_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONSTANCIA_IVA";"CONST_CON_CODIGO";"NVARCHAR2";"4";"2";"N";"";""
"CONSTANCIA_IVA";"CON_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"CONSUMOS";"CONS_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"CONSUMOS";"CONS_FECHA";"DATE";"7";"0";"N";"";""
"CONSUMOS";"CONS_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"CONSUMOS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"CONSUMOS";"CONS_FECCAR";"DATE";"7";"0";"N";"";""
"CONSUMOSDET";"CONS_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"CONSUMOSDET";"INS_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONSUMOSDET";"CEN_CODIGO";"NUMBER";"22";"0";"N";"5";"0"
"CONSUMOSDET";"CONSD_CANTIDAD";"NUMBER";"22";"0";"N";"12";"2"
"CONSUMOSDET";"CONSD_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"CONTRATOS";"CONT_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOS";"CUE_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOS";"PAIS_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONTRATOS";"BAR_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONTRATOS";"IDI_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONTRATOS";"CONT_NROCOM";"VARCHAR2";"12";"12";"N";"";""
"CONTRATOS";"CONT_DENOM";"VARCHAR2";"40";"40";"N";"";""
"CONTRATOS";"CONT_TRANSPORTE";"VARCHAR2";"40";"40";"N";"";""
"CONTRATOS";"CONT_PUERTO";"VARCHAR2";"40";"40";"N";"";""
"CONTRATOS";"CONT_FECENTREGA";"DATE";"7";"0";"N";"";""
"CONTRATOS";"CONT_FECINIPROD";"DATE";"7";"0";"N";"";""
"CONTRATOS";"CONT_CERRADO";"NUMBER";"22";"0";"N";"1";"0"
"CONTRATOS";"CONT_DIASADICPROD";"NUMBER";"22";"0";"N";"2";"0"
"CONTRATOS";"CONT_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"CONTRATOS";"OPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"CONTRATOS";"CONT_FECCAR";"DATE";"7";"0";"N";"";""
"CONTRATOS";"CONT_CONGELADO";"NUMBER";"22";"0";"N";"1";"0"
"CONTRATOS";"CONT_DIASCONGELADO";"NUMBER";"22";"0";"N";"4";"0"
"CONTRATOS";"ETI_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONTRATOS";"LPR_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOS";"CONT_TRAZABILIDAD";"NUMBER";"22";"0";"N";"1";"0"
"CONTRATOS";"CONT_ETIFECCOMPLETA";"NUMBER";"22";"0";"N";"1";"0"
"CONTRATOS";"CONT_ETIFIGLASC";"NUMBER";"22";"0";"N";"1";"0"
"CONTRATOS";"CONT_ETITIPIFPAIS";"NUMBER";"22";"0";"N";"1";"0"
"CONTRATOS";"CONT_ETIOTRASIGLA";"NUMBER";"22";"0";"Y";"1";"0"
"CONTRATOS";"CONT_CONHUESO";"NUMBER";"22";"0";"Y";"1";"0"
"CONTRATOS";"CONT_ETISIGLASC";"NUMBER";"22";"0";"N";"1";"0"
"CONTRATOS";"CONT_HABSENASA";"VARCHAR2";"20";"20";"Y";"";""
"CONTRATOS";"MBC_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"CONTRATOSDET";"CONT_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOSDET";"ART_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOSDET";"CONTD_KILOS";"NUMBER";"22";"0";"N";"8";"3"
"CONTRATOSDET";"CONTD_PIEZASCAJA";"NUMBER";"22";"0";"N";"3";"0"
"CONTRATOSDET";"IDI1_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONTRATOSDET";"IDI2_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONTRATOSDET";"IDI3_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONTRATOSDET";"IDI4_CODIGO";"NUMBER";"22";"0";"N";"2";"0"
"CONTRATOSDET";"IND_EMB_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOSDET";"GLO_EMB_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOSDET";"CAJ_EMB_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOSDET";"CONTD_VENCIMIENTO";"NUMBER";"22";"0";"N";"3";"0"
"CONTRATOSDET";"CONTD_TIPOVENCIMIENTO";"CHAR";"1";"1";"N";"";""
"CONTRATOSDET";"CONTD_CONTRAMARCA";"VARCHAR2";"20";"20";"N";"";""
"CONTRATOSDET";"CONTD_OBSERV";"VARCHAR2";"300";"300";"Y";"";""
"CONTRATOSDET";"CONTD_ITEM";"NUMBER";"22";"0";"N";"3";"0"
"CONTRATOSDET";"TEMPE_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"CONTRATOSDET";"REGAPROBACION";"VARCHAR2";"50";"50";"Y";"";""
"CONTRATOSDETINS";"CONT_NUMERO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOSDETINS";"ART_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOSDETINS";"INS_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"CONTRATOSDETINS";"ALIN_CODIGO";"NUMBER";"22";"0";"Y";"4";"0"
"CONTRATOSDETINS";"CDI_PIEZAS";"NUMBER";"22";"0";"Y";"1";"0"
"CONTUSIONES";"CTS_CODIGO";"NUMBER";"22";"0";"N";"1";"0"
"CONTUSIONES";"CTS_DENOM";"VARCHAR2";"3";"3";"N";"";""
"CONTUSIONES";"PORC_AJU_COSTO";"NUMBER";"22";"0";"N";"5";"2"
"CORRALES";"CORR_CODIGO";"VARCHAR2";"5";"5";"N";"";""
"COTIZACIONES";"TCOT_CODIGO";"NUMBER";"22";"0";"N";"8";"0"
"COTIZACIONES";"COT_FECHA";"DATE";"7";"0";"N";"";""
"COTIZACIONES";"COT_IMPORTE";"NUMBER";"22";"0";"Y";"12";"3"
"CTASBANCOS";"BAN_CODIGO";"NUMBER";"22";"0";"N";"4";"0"
"CTASBANCOS";"CBAN_SUCURSAL";"NUMBER";"22";"0";"N";"3";"0"
